_id	type	street	neighborhood	council_district
3763	Crosswalk - Two Lined	GARLAND WAY	Central Business District	6
3764	Crosswalk - Two Lined	GARRISON PL	Central Business District	6
3765	Crosswalk - Two Lined	TUT WAY	Hazelwood	5
3766	Crosswalk - Continental	GLASS RUN RD	Hays	5
3767	Crosswalk - Two Lined	GLOSTER ST	Hazelwood	5
3768	Crosswalk - Two Lined	BUNKERHILL ST	Highland Park	7
3769	Crosswalk - Two Lined	WEBSTER AVE	Crawford-Roberts	6
3770	Crosswalk - Ladder	GREENLEAF ST	Duquesne Heights	2
3771	Crosswalk - Two Lined	GREENWOOD ST	Morningside	7
3772	Crosswalk - Two Lined	N MURTLAND ST	Homewood South	9
3773	Crosswalk - Two Lined	N MURTLAND ST	Homewood South	9
3774	Crosswalk - Two Lined	MULFORD ST	Homewood South	9
3775	Crosswalk - Two Lined	HASTINGS ST	Point Breeze	8
3776	Crosswalk - Two Lined	HASTINGS ST	Point Breeze	8
3777	Crosswalk - Two Lined	REYNOLDS ST	Point Breeze	8
3778	Crosswalk - Two Lined	REYNOLDS ST	Point Breeze	8
3779	Crosswalk - Two Lined	BUNKERHILL ST	Highland Park	7
3780	Crosswalk - Two Lined	KINGSTON WAY	Point Breeze	8
3781	Crosswalk - Two Lined	HENRIETTA ST	Regent Square	5
3782	Crosswalk - Two Lined	MILTON ST	Regent Square	5
3783	Crosswalk - Two Lined	RUTHVEN ST	Polish Hill	7
3784	Crosswalk - Continental	N HOMEWOOD AVE	Point Breeze North	9
3785	Crosswalk - Two Lined	HOT METAL ST BRG	South Oakland	3
3786	Crosswalk - Two Lined	IDALINE ST	Bloomfield	7
3787	Crosswalk - Two Lined	PEARL ST	Bloomfield	7
3788	Crosswalk - Two Lined	STEUBEN ST		
3789	Crosswalk - Two Lined	STEUBEN ST		
3790	Crosswalk - Two Lined	BUNKERHILL ST	Highland Park	7
3791	Crosswalk - Two Lined	INGRAM AVE		
3792	Crosswalk - Two Lined	MOBILE ST	Hazelwood	5
3793	Crosswalk - Two Lined	VILSACK ST	Morningside	7
3794	Crosswalk - Two Lined	VILSACK ST	Morningside	7
3795	Crosswalk - Two Lined	JANCEY ST	Morningside	7
3796	Crosswalk - Two Lined	N LANG AVE	Homewood South	9
3797	Crosswalk - Two Lined	N LANG AVE	Homewood South	9
3798	Crosswalk - Two Lined	KELLY ST	Homewood South	9
3799	Crosswalk - Two Lined	KELLY ST	Homewood South	9
3800	Crosswalk - Two Lined	OAKWOOD ST	East Hills	9
3801	Crosswalk - Ladder	N HIGHLAND AVE	Highland Park	7
3802	Crosswalk - Two Lined	KENNEDY AVE	Perry South	1
3803	Crosswalk - Two Lined	MARKET ST	Central Business District	6
3804	Crosswalk - Continental	29TH ST	Strip District	7
3805	Crosswalk - Continental	LIBERTY TUNL	Beltzhoover	3
3806	Crosswalk - Two Lined	SALINE ST	Squirrel Hill South	5
3807	Crosswalk - Two Lined	REYNOLDS ST	Point Breeze	8
3808	Crosswalk - Two Lined	LINHART ST	Elliott	2
3809	Crosswalk - Two Lined	MILTENBERGER ST	Bluff	6
3810	Crosswalk - Two Lined	MILTENBERGER ST	Bluff	6
3811	Crosswalk - Two Lined	LOCUST ST	Bluff	6
3812	Crosswalk - Two Lined	HAMPTON ST	Highland Park	7
3813	Crosswalk - Two Lined	LOCUST ST	Bluff	6
3814	Crosswalk - Two Lined	MEYRAN AVE	Central Oakland	3
3815	Crosswalk - Two Lined	SPRING GARDEN AVE	East Allegheny	1
3816	Crosswalk - Ladder	S 3RD ST	South Side Flats	3
3817	Crosswalk - Two Lined	S 3RD ST	South Side Flats	3
3818	Crosswalk - Two Lined	MCKEAN ST	South Side Flats	3
3819	Crosswalk - Two Lined	PHILLIPS AVE	Squirrel Hill South	5
3820	Crosswalk - Two Lined	MELVIN ST	Squirrel Hill South	5
3821	Crosswalk - Two Lined	MERCER ST	Crawford-Roberts	6
3822	Crosswalk - Two Lined	WEBSTER AVE	Crawford-Roberts	6
3823	Crosswalk - Two Lined	HEBERTON ST	Highland Park	7
3824	Crosswalk - Two Lined	PROTECTORY PL	Crawford-Roberts	6
3825	Crosswalk - Two Lined	MERCHANT ST	Allegheny West	1
3826	Crosswalk - Two Lined	VIRGINIA AVE	Duquesne Heights	2
3827	Crosswalk - Ladder	MEXICO ST	Brighton Heights	1
3828	Crosswalk - Continental	BROWNSVILLE RD	Carrick	4
3829	Crosswalk - Two Lined	MILLER ST	Crawford-Roberts	6
3830	Crosswalk - Two Lined	REED ST	Crawford-Roberts	6
3831	Crosswalk - Two Lined	REED ST	Crawford-Roberts	6
3832	Crosswalk - Two Lined	SOUTHERN AVE	Mount Washington	4
3833	Crosswalk - Two Lined	MONTOUR WAY	Central Business District	6
3834	Crosswalk - Two Lined	STANTON AVE	East Liberty	7
3835	Crosswalk - Two Lined	MONTOUR WAY	Central Business District	6
3836	Crosswalk - Two Lined	MT PLEASANT RD	Northview Heights	1
3837	Crosswalk - Two Lined	BEECH ST	Northview Heights	1
3838	Crosswalk - Two Lined	FIRST AVE	Central Business District	6
3839	Crosswalk - Two Lined	MURRAY AVE	Greenfield	5
3840	Crosswalk - Two Lined	MURRAY AVE	Greenfield	5
3841	Crosswalk - Two Lined	WELFER ST	Greenfield	5
3842	Crosswalk - Two Lined	WELFER ST	Greenfield	5
3843	Crosswalk - Two Lined	S NEVILLE ST	Squirrel Hill North	8
3844	Crosswalk - Two Lined	S NEVILLE ST	Squirrel Hill North	8
3845	Crosswalk - Two Lined	MEADOW ST	Highland Park	9
3846	Crosswalk - Ladder	NICHOLSON ST	Squirrel Hill South	5
3847	Crosswalk - Two Lined	POPLAR ST		
3848	Crosswalk - Two Lined	ARDSLEY AVE	Brookline	4
3849	Crosswalk - Two Lined	NORWICH AVE	Brookline	4
3850	Crosswalk - Two Lined	OAKLAND SQ	Central Oakland	3
3851	Crosswalk - Two Lined	PARKVIEW AVE	Central Oakland	3
3852	Crosswalk - Ladder	ONEIDA ST	Duquesne Heights	2
3853	Crosswalk - Two Lined	ORMSBY ST	Mount Oliver Borough	
3854	Crosswalk - Two Lined	PENFORT ST	Northview Heights	1
3855	Crosswalk - Two Lined	BAKERY SQUARE BLVD	Larimer	9
3856	Crosswalk - Two Lined	RAILROAD ST	Strip District	7
3857	Crosswalk - Two Lined	ST MARIE ST	East Liberty	7
3858	Crosswalk - Two Lined	BAKERY SQUARE BLVD	Shadyside	8
3859	Crosswalk - Two Lined	PENN AVE	Friendship	9
3860	Crosswalk - Two Lined	N FAIRMOUNT ST	Garfield	9
3861	Crosswalk - Two Lined	S FAIRMOUNT ST	Friendship	9
3862	Crosswalk - Two Lined	PENN AVE	Bloomfield	7
3863	Crosswalk - Two Lined	GROSS ST	Bloomfield	7
3864	Crosswalk - Two Lined	LIGONIER ST	Lower Lawrenceville	7
3865	Crosswalk - Two Lined	SHAKESPEARE ST	Shadyside	8
3866	Crosswalk - Two Lined	SHAKESPEARE ST	Shadyside	8
3867	Crosswalk - Two Lined	KALIDA DR	East Liberty	9
3868	Crosswalk - Two Lined	HAWTHORNE ST	Stanton Heights	7
3869	Crosswalk - Two Lined	N EUCLID AVE	East Liberty	9
3870	Crosswalk - Two Lined	47TH ST	Central Lawrenceville	7
3871	Crosswalk - Two Lined	PREBLE AVE	Chateau	6
3872	Crosswalk - Two Lined	WYLIE AVE	Crawford-Roberts	6
3873	Crosswalk - Two Lined	PROTECTORY PL	Crawford-Roberts	6
3874	Crosswalk - Two Lined	PROTECTORY PL	Crawford-Roberts	6
3875	Crosswalk - Two Lined	RHINE ST	Spring Hill-City View	1
3876	Crosswalk - Two Lined	WEBSTER AVE	Crawford-Roberts	6
3877	Crosswalk - Continental	WOODRUFF ST	Duquesne Heights	2
3878	Crosswalk - Two Lined	MAYTIDE ST	Overbrook	4
3879	Crosswalk - Two Lined	FARMINGTON ST	Stanton Heights	7
3880	Crosswalk - Two Lined	SCHENLEY DR	Squirrel Hill South	5
3881	Crosswalk - Ladder	SHADY AVE	Squirrel Hill South	5
3882	Crosswalk - Two Lined	SHERADEN AVE	Sheraden	2
3883	Crosswalk - Two Lined	SHIRAS AVE	Beechview	4
3884	Crosswalk - Two Lined	LOS ANGELES AVE	Beechview	4
3885	Crosswalk - Two Lined	WADDINGTON AVE	Brookline	4
3886	Crosswalk - Two Lined	STRATMORE ST		
3887	Crosswalk - Two Lined	TECHNOLOGY DR	South Oakland	6
3888	Crosswalk - Two Lined	TECHNOLOGY DR	South Oakland	6
3889	Crosswalk - Two Lined	TRIPOLI ST	East Allegheny	1
3890	Crosswalk - Two Lined	HAWTHORNE ST	Stanton Heights	7
3891	Crosswalk - Ladder	TELEGRAPH WAY	Shadyside	8
3892	Crosswalk - Ladder	VIRGINIA AVE	Mount Washington	2
3893	Crosswalk - Two Lined	WABASH TUNL ENTRANCE RD	Mount Washington	2
3894	Crosswalk - Two Lined	WOODRUFF ST	Mount Washington	2
3895	Crosswalk - Two Lined	WATT ST	Middle Hill	6
3896	Crosswalk - Two Lined	BROADWAY AVE		
3897	Crosswalk - Two Lined	ST JAMES ST	Shadyside	8
3898	Crosswalk - Two Lined	WESTMINSTER PL	Shadyside	8
3899	Crosswalk - Two Lined	WESTMINSTER PL	Shadyside	8
3900	Crosswalk - Two Lined	WILKINS AVE	Squirrel Hill North	8
3901	Crosswalk - Two Lined	CARNEGIE ST	Upper Lawrenceville	7
3902	Crosswalk - Two Lined	WOOD ST	Central Business District	6
3903	Crosswalk - Two Lined	WOOD ST	Central Business District	6
3904	Crosswalk - Two Lined	FIRST AVE	Central Business District	6
3905	Crosswalk - Two Lined	FIRST AVE	Central Business District	6
3906	Crosswalk - Two Lined	WOODLOW ST	Crafton Heights	2
3907	Crosswalk - Brick Only	MARKET ST	Central Business District	6
3908	Crosswalk - Brick Only	MARKET ST	Central Business District	6
3909	Crosswalk - Brick Only	FIRST AVE	Central Business District	6
3910	Crosswalk - Brick Only	FIRST AVE	Central Business District	6
3911	Crosswalk - Two Lined	FIRST AVE	Central Business District	6
3912	Crosswalk - Two Lined	54TH ST	Upper Lawrenceville	7
3913	Crosswalk - Two Lined	SECOND AVE	Bluff	6
3914	Crosswalk - Two Lined	SECOND AVE	South Oakland	3
3915	Crosswalk - Brick and Markings	MCMASTERS WAY	Central Business District	6
3916	Crosswalk - Two Lined	SCRIP WAY	Central Business District	6
3917	Crosswalk - Two Lined	VAN BRAAM ST	Bluff	6
3918	Crosswalk - Two Lined	WASHINGTON PL	Central Business District	6
3919	Crosswalk - Two Lined	TENTH ST	Central Business District	6
3920	Crosswalk - Two Lined	TENTH ST	Central Business District	6
3921	Crosswalk - Two Lined	LARKINS WAY	South Side Flats	3
3922	Crosswalk - Two Lined	MARY ST	South Side Flats	3
3923	Crosswalk - Two Lined	54TH ST	Upper Lawrenceville	7
3924	Crosswalk - Two Lined	S 21ST ST	South Side Flats	3
3925	Crosswalk - Two Lined	S 21ST ST	South Side Flats	3
3926	Crosswalk - Two Lined	S 23RD ST	South Side Flats	3
3927	Crosswalk - Two Lined	S 23RD ST	South Side Flats	3
3928	Crosswalk - Two Lined	JANE ST	South Side Flats	3
3929	Crosswalk - Two Lined	TUNNEL BLVD	South Side Flats	3
3930	Crosswalk - Continental	TUNNEL BLVD	South Side Flats	3
3931	Crosswalk - Continental	BUTLER ST	Lower Lawrenceville	7
3932	Crosswalk - Two Lined	S HIGHLAND AVE	Shadyside	8
3933	Crosswalk - Two Lined	STEVENSON ST	Shadyside	8
3934	Crosswalk - Continental	MOREWOOD AVE	Bloomfield	7
3935	Crosswalk - Two Lined	MILROY ST	Northview Heights	1
3936	Crosswalk - Two Lined	EAST ST	Northview Heights	1
3937	Crosswalk - Two Lined	P J MCARDLE RDWY	Mount Washington	3
3938	Crosswalk - Two Lined	P J MCARDLE RDWY	South Side Slopes	3
3939	Crosswalk - Two Lined	ARLINGTON AVE	South Side Slopes	3
3940	Crosswalk - Two Lined	FULTON ST	Manchester	6
3941	Crosswalk - Two Lined	DECATUR ST	Manchester	6
3942	Crosswalk - Two Lined	DECATUR ST	Manchester	6
3943	Crosswalk - Two Lined	CHAUNCEY DR	Bedford Dwellings	6
3944	Crosswalk - Two Lined	CHERRY WAY	Central Business District	6
3945	Crosswalk - Continental	BAUM BLVD	Bloomfield	7
3946	Crosswalk - Two Lined	FIFTH AVE	South Oakland	6
3947	Crosswalk - Two Lined	STANTON AVE	Stanton Heights	9
3948	Crosswalk - Two Lined	SHADELAND AVE	Marshall-Shadeland	1
3949	Crosswalk - Continental	MADISON AVE	East Allegheny	1
3950	Crosswalk - Continental	E OHIO ST	East Allegheny	1
3951	Crosswalk - Continental	E OHIO ST	East Allegheny	1
3952	Crosswalk - Continental	EAST ST	East Allegheny	1
3953	Crosswalk - Continental	GLASS RUN RD RAMP	Hays	5
3954	Crosswalk - Two Lined	MOSSFIELD ST	Stanton Heights	9
3955	Crosswalk - Two Lined	FREEPORT RD	Lincoln-Lemington-Belmar	9
3956	Crosswalk - Continental	MOREWOOD AVE	Bloomfield	7
3957	Crosswalk - Two Lined	FREEPORT RD	Lincoln-Lemington-Belmar	9
3958	Crosswalk - Two Lined	FREEPORT RD	Lincoln-Lemington-Belmar	9
3959	Crosswalk - Two Lined	JUMONVILLE ST	Bluff	6
3960	Crosswalk - Two Lined	FIFTH AVE	Bluff	6
3961	Crosswalk - Continental	MILLERTON AVE	Brighton Heights	1
3962	Crosswalk - Continental	WORTH ST	Squirrel Hill North	8
3963	Crosswalk - Continental	WILKINS AVE	Point Breeze	8
3964	Crosswalk - Continental	WILKINS AVE	Point Breeze	8
3965	Crosswalk - Two Lined	CENTRE AVE	East Liberty	9
3966	Crosswalk - Two Lined	ST MARIE ST	East Liberty	9
3967	Crosswalk - Two Lined	N NEVILLE ST	Bloomfield	7
3968	Crosswalk - Continental	BAUM BLVD	Bloomfield	7
3969	Crosswalk - Two Lined	BEACON ST	Squirrel Hill South	5
3970	Crosswalk - Two Lined	REPUBLIC ST	Duquesne Heights	2
3971	Crosswalk - Two Lined	REPUBLIC ST	Duquesne Heights	2
3972	Crosswalk - Two Lined	GREENLEAF ST	Duquesne Heights	2
3973	Crosswalk - Two Lined	GREENLEAF ST	Duquesne Heights	2
3974	Crosswalk - Ladder	WILKINS AVE	Point Breeze	8
3975	Crosswalk - Continental	SHALER ST	Duquesne Heights	2
3976	Crosswalk - Continental	SCHENLEY DR	Central Oakland	3
3977	Crosswalk - Two Lined		Central Business District	6
3978	Crosswalk - Ladder		Oakwood	2
3979	Crosswalk - Two Lined	CYPRESS ST	Bloomfield	7
3980	Crosswalk - Ladder		Garfield	9
3981	Crosswalk - Continental	POCUSSET ST	Squirrel Hill South	5
3982	Crosswalk - Continental	BUTLER ST	Central Lawrenceville	7
3983	Crosswalk - Continental		Central Lawrenceville	7
3984	Crosswalk - Continental		Central Lawrenceville	7
3985	Crosswalk - Continental		Central Lawrenceville	7
3986	Crosswalk - Two Lined	SEBRING AVE	Beechview	4
3987	Crosswalk - Continental	PENN AVE	Strip District	7
3988	Crosswalk - Two Lined	TROY HILL RD	Troy Hill	1
3989	Crosswalk - Continental	WILKINS AVE	Squirrel Hill North	8
3990	Crosswalk - Two Lined	BAUM BLVD	Bloomfield	7
3991	Crosswalk - Continental	FAIR OAKS ST	Squirrel Hill North	8
3992	Crosswalk - Continental	SMALLMAN ST	Strip District	7
3993	Crosswalk - Continental		Carrick	4
3994	Crosswalk - Continental		Terrace Village	6
3995	Crosswalk - Continental	CENTRE AVE	Upper Hill	6
3996	Crosswalk - Continental	HOBART ST	Squirrel Hill South	5
3997	Crosswalk - Continental	BARTLETT RD	Squirrel Hill South	5
3998	Crosswalk - Two Lined	CYPRESS ST	Bloomfield	7
3999	Crosswalk - Two Lined	BAUM BLVD	Shadyside	7
4000	Crosswalk - Two Lined	CYPRESS ST	Shadyside	8
4001	Crosswalk - Continental	CENTRE AVE	Shadyside	8
4002	Crosswalk - Two Lined	BRIGHTON RD	Allegheny West	1
4003	Crosswalk - Two Lined	BRIGHTON RD	Allegheny West	1
4004	Crosswalk - Continental	CYPRESS ST	Bloomfield	7
4005	Crosswalk - Two Lined	54TH ST	Upper Lawrenceville	7
4006	Crosswalk - Two Lined	BUTLER ST	Upper Lawrenceville	7
4007	Crosswalk - Continental	CENTRE AVE	Shadyside	8
4008	Crosswalk - Two Lined	54TH ST	Upper Lawrenceville	7
4009	Crosswalk - Two Lined	BUTLER ST	Upper Lawrenceville	7
4010	Crosswalk - Continental	56TH ST	Upper Lawrenceville	7
4011	Crosswalk - Continental	BUTLER ST	Upper Lawrenceville	7
4012	Crosswalk - Continental	56TH ST	Upper Lawrenceville	7
4013	Crosswalk - Continental	BUTLER ST	Upper Lawrenceville	7
4014	Crosswalk - Two Lined	57TH ST	Upper Lawrenceville	7
4015	Crosswalk - Two Lined	62ND ST BRG	Morningside	7
4016	Crosswalk - Two Lined	BUTLER ST	Stanton Heights	7
4017	Crosswalk - Ladder	ZOO PARKING LOT RD	Highland Park	7
4018	Crosswalk - Continental	CENTRE AVE	North Oakland	8
4019	Crosswalk - Ladder	ZOO PARKING LOT RD	Highland Park	7
4020	Crosswalk - Ladder	ONE WILD PL	Highland Park	7
4021	Crosswalk - Two Lined	ELEANOR ST	Arlington	3
4022	Crosswalk - Two Lined	CENTRE AVE	Shadyside	8
4023	Crosswalk - Two Lined		Allegheny West	1
4024	Crosswalk - Two Lined		Chateau	6
4025	Crosswalk - Two Lined		North Shore	1
4026	Crosswalk - Two Lined		North Shore	1
4027	Crosswalk - Two Lined		North Shore	1
4028	Crosswalk - Two Lined		North Shore	1
4029	Crosswalk - Two Lined		Central Business District	6
4030	Crosswalk - Two Lined		Central Business District	6
4031	Crosswalk - Two Lined		Central Business District	6
4032	Crosswalk - Two Lined		Allegheny Center	1
4033	Crosswalk - Two Lined	S GRAHAM ST	Bloomfield	7
4034	Crosswalk - Two Lined	CENTRE AVE	Shadyside	8
4035	Crosswalk - Two Lined	S GRAHAM ST	Shadyside	8
4036	Crosswalk - Two Lined	BAUM BLVD	Friendship	7
4037	Crosswalk - Two Lined	BALDWIN RD	Hays	5
4038	Crosswalk - Two Lined	BALDWIN RD	Hays	5
4039	Crosswalk - Continental	BAUM BLVD	Bloomfield	7
4040	Crosswalk - Two Lined	STANTON AVE	East Liberty	7
4041	Crosswalk - Two Lined	CHISLETT ST	Morningside	7
4042	Crosswalk - Two Lined	HAMPTON ST	Highland Park	7
4043	Crosswalk - Two Lined		West End	2
4044	Crosswalk - Two Lined	N NEGLEY AVE	Highland Park	7
4045	Crosswalk - Two Lined		West End	2
4046	Crosswalk - Two Lined	HAMPTON ST	Highland Park	7
4047	Crosswalk - Two Lined	N NEGLEY AVE	Highland Park	7
4048	Crosswalk - Continental	BRYANT ST	Highland Park	7
4049	Crosswalk - Continental	N NEGLEY AVE	Highland Park	7
4050	Crosswalk - Two Lined	BRYANT ST	Highland Park	7
4051	Crosswalk - Two Lined	N HIGHLAND AVE	Highland Park	7
4052	Crosswalk - Two Lined	ELEVENTH ST	Strip District	7
4053	Crosswalk - Continental	S MILLVALE AVE	Bloomfield	7
4054	Crosswalk - Two Lined	MOSSFIELD ST	Garfield	9
4055	Crosswalk - Two Lined	FERN ST	Garfield	9
4056	Crosswalk - Two Lined	BLACK ST	Garfield	9
4057	Crosswalk - Two Lined	N AIKEN AVE	Garfield	9
4058	Crosswalk - Continental		Bon Air	4
4059	Crosswalk - Continental		Overbrook	4
4060	Crosswalk - Two Lined	CORAL ST	Bloomfield	7
4061	Crosswalk - Two Lined	S AIKEN AVE	Bloomfield	9
4062	Crosswalk - Two Lined	CORAL ST	Bloomfield	9
4063	Crosswalk - Two Lined	S GRAHAM ST	Friendship	9
4064	Crosswalk - Two Lined	CORAL ST	Friendship	9
4065	Crosswalk - Continental	CEDRICTON ST	Carrick	4
4066	Crosswalk - Continental	S MILLVALE AVE	Bloomfield	7
4067	Crosswalk - Two Lined	SCHENLEY AVE	Garfield	9
4068	Crosswalk - Two Lined	34TH ST	Lower Lawrenceville	7
4069	Crosswalk - Continental	14TH ST	Strip District	7
4070	Crosswalk - Continental	BUTLER ST	Morningside	7
4071	Crosswalk - Two Lined	S MILLVALE AVE	Bloomfield	7
4072	Crosswalk - Two Lined	PENN AVE	Bloomfield	7
4073	Crosswalk - Two Lined	PENN AVE	Bloomfield	7
4074	Crosswalk - Ladder	16TH ST	Strip District	7
4075	Crosswalk - Ladder	PENN AVE	Strip District	7
4076	Crosswalk - Ladder	28TH ST BRG	Polish Hill	7
4077	Crosswalk - Continental	LIBERTY AVE	Polish Hill	7
4078	Crosswalk - Two Lined	DAVISON ST	Central Lawrenceville	7
4079	Crosswalk - Two Lined	HOWLEY ST	Lower Lawrenceville	7
4080	Crosswalk - Ladder	SMALLMAN ST	Strip District	7
4081	Crosswalk - Continental	BUTLER ST	Upper Lawrenceville	7
4082	Crosswalk - Two Lined	ORANMORE ST	Stanton Heights	9
4083	Crosswalk - Continental	BUTLER ST	Highland Park	7
4084	Crosswalk - Two Lined	BUTLER ST	Upper Lawrenceville	7
4085	Crosswalk - Two Lined	54TH ST	Upper Lawrenceville	7
4086	Crosswalk - Continental	BAUM BLVD	Bloomfield	7
4087	Crosswalk - Continental	CENTRE AVE	Shadyside	8
4088	Crosswalk - Two Lined	PENN AVE	Lower Lawrenceville	7
4089	Crosswalk - Two Lined	ARLINGTON AVE	South Side Slopes	3
4090	Crosswalk - Two Lined	CHISLETT ST	East Liberty	7
4091	Crosswalk - Two Lined	STANTON AVE	East Liberty	7
4092	Crosswalk - Continental	BRYANT ST	Highland Park	7
4093	Crosswalk - Two Lined	CALIFORNIA AVE	Brighton Heights	1
4094	Crosswalk - Two Lined	N AIKEN AVE	Stanton Heights	9
4095	Crosswalk - Continental	BROWNSVILLE RD	Carrick	4
4096	Crosswalk - Two Lined	BUTLER ST	Central Lawrenceville	7
4097	Crosswalk - Continental	38TH ST	Lower Lawrenceville	7
4098	Crosswalk - Two Lined	GOVERNMENT WAY	Central Lawrenceville	7
4099	Crosswalk - Two Lined	16TH ST	Strip District	7
4100	Crosswalk - Two Lined	PENN AVE	Lower Lawrenceville	7
4101	Crosswalk - Two Lined	17TH ST	Strip District	7
4102	Crosswalk - Ladder	LIBERTY AVE	Strip District	7
4103	Crosswalk - Ladder	PENN AVE	Strip District	7
4104	Crosswalk - Ladder	PENN AVE	Strip District	7
4105	Crosswalk - Ladder	17TH ST	Strip District	7
4106	Crosswalk - Two Lined	LIBERTY AVE	Strip District	7
4107	Crosswalk - Two Lined	21ST ST	Strip District	7
4108	Crosswalk - Ladder	PENN AVE	Strip District	7
4109	Crosswalk - Ladder	24TH ST	Strip District	7
4110	Crosswalk - Two Lined	SMALLMAN ST	Strip District	7
4111	Crosswalk - Two Lined	36TH ST	Lower Lawrenceville	7
4112	Crosswalk - Two Lined	24TH ST	Strip District	7
4113	Crosswalk - Two Lined	SMALLMAN ST	Strip District	7
4114	Crosswalk - Two Lined	24TH ST	Strip District	7
4115	Crosswalk - Ladder	SMALLMAN ST	Strip District	7
4116	Crosswalk - Ladder	SMALLMAN ST	Strip District	7
4117	Crosswalk - Two Lined	28TH ST	Strip District	7
4118	Crosswalk - Two Lined	28TH ST	Strip District	7
4119	Crosswalk - Two Lined	SMALLMAN ST	Strip District	7
4120	Crosswalk - Two Lined	29TH ST	Strip District	7
4121	Crosswalk - Two Lined	29TH ST	Strip District	7
4122	Crosswalk - Continental	38TH ST	Lower Lawrenceville	7
4123	Crosswalk - Continental	PENN AVE	Strip District	7
4124	Crosswalk - Continental	PENN AVE	Strip District	7
4125	Crosswalk - Two Lined	31ST ST	Strip District	7
4126	Crosswalk - Two Lined	LIBERTY AVE	Strip District	7
4127	Crosswalk - Two Lined	LIBERTY AVE	Strip District	7
4128	Crosswalk - Two Lined	31ST ST	Polish Hill	7
4129	Crosswalk - Continental	30TH ST	Strip District	7
4130	Crosswalk - Continental	30TH ST	Strip District	7
4131	Crosswalk - Continental	PENN AVE	Strip District	7
4132	Crosswalk - Continental	PENN AVE	Strip District	7
4133	Crosswalk - Continental	PENN AVE	Strip District	7
4134	Crosswalk - Continental	29TH ST	Strip District	7
4135	Crosswalk - Continental	PENN AVE	Strip District	7
4136	Crosswalk - Other		Squirrel Hill South	5
4137	Crosswalk - Continental	29TH ST	Strip District	7
4138	Crosswalk - Ladder	15TH ST	Strip District	7
4139	Crosswalk - Two Lined	LIBERTY AVE	Central Business District	6
4140	Crosswalk - Two Lined	LIBERTY AVE	Central Business District	6
4141	Crosswalk - Two Lined	LIBERTY AVE	Central Business District	6
4142	Crosswalk - Two Lined	GRANT ST	Central Business District	6
4143	Crosswalk - Continental	FIFTH AVE	North Oakland	8
4144	Crosswalk - Continental	FIFTH AVE	North Oakland	8
4145	Crosswalk - Continental	FIFTH AVE	North Oakland	8
4146	Crosswalk - Continental	FIFTH AVE	North Oakland	8
4147	Crosswalk - Continental	FIFTH AVE	North Oakland	8
4148	Crosswalk - Continental	FIFTH AVE	North Oakland	8
4149	Crosswalk - Brick and Markings	TENTH ST	Central Business District	6
4150	Crosswalk - Continental	FIFTH AVE	North Oakland	8
4151	Crosswalk - Continental	FIFTH AVE	North Oakland	8
4152	Crosswalk - Continental	FIFTH AVE	North Oakland	8
4153	Crosswalk - Continental	FIFTH AVE	North Oakland	8
4154	Crosswalk - Continental	FIFTH AVE	North Oakland	8
4155	Crosswalk - Continental	FIFTH AVE	North Oakland	8
4156	Crosswalk - Continental	FIFTH AVE	Shadyside	8
4157	Crosswalk - Continental	FIFTH AVE	North Oakland	8
4158	Crosswalk - Continental	BUTLER ST	Lower Lawrenceville	7
4159	Crosswalk - Brick and Markings	LIBERTY AVE	Central Business District	6
4160	Crosswalk - Brick and Markings	WILLIAM PENN PL	Central Business District	6
4161	Crosswalk - Brick and Markings	LIBERTY AVE	Central Business District	6
4162	Crosswalk - Continental	WASHINGTON PL	Central Business District	6
4163	Crosswalk - Continental	CENTRE AVE	Central Business District	6
4164	Crosswalk - Continental	WASHINGTON PL	Central Business District	6
4165	Crosswalk - Continental	CENTRE AVE	Central Business District	6
4166	Crosswalk - Continental	CENTRE AVE RAMP	Central Business District	6
4167	Crosswalk - Two Lined	WASHINGTON PL	Central Business District	6
